year,species_code,comp_type,iss_length,region
2021,10200,male,506.6351582231106,egoa
2021,10200,male,1142.3705618867184,wcgoa
2021,10200,total,918.85595156025,egoa
2021,10200,total,2097.219477025514,wcgoa
1991,10110,female,553.2501746596772,ai
1991,10110,male,416.711635412606,ai
1991,10110,total,737.8190850392407,ai
1991,10112,female,167.157357479141,ai
1991,10112,male,160.1819042911502,ai
1991,10112,total,292.93620878020846,ai
1991,21720,female,259.7566144235386,ai
1991,21720,male,263.06870339205346,ai
1991,21720,total,355.44888339946743,ai
1991,21740,female,458.2846332505885,ai
1991,21740,male,338.34916245757154,ai
1991,21740,total,482.0728091818067,ai
1991,21921,female,206.3377240714838,ai
1991,21921,male,204.66903955745255,ai
1991,21921,total,276.01137911355545,ai
1991,30060,female,197.20992745594737,ai
1991,30060,male,272.4944082697561,ai
1991,30060,total,289.1113666493264,ai
1991,30420,female,79.02272827478362,ai
1991,30420,male,83.54928191593201,ai
1991,30420,total,101.23863205139264,ai
1994,10110,female,1179.107563522433,ai
1994,10110,male,616.9955906274765,ai
1994,10110,total,1380.9297542067875,ai
1994,10112,female,242.28950071344477,ai
1994,10112,male,159.81419757418473,ai
1994,10112,total,271.1145598364861,ai
1994,21720,female,120.25619774126628,ai
1994,21720,male,118.27268285476596,ai
1994,21720,total,135.7829799613609,ai
1994,21740,female,313.03952424036703,ai
1994,21740,male,206.34640538201003,ai
1994,21740,total,265.3604634924328,ai
1994,21921,female,123.5359149916712,ai
1994,21921,male,110.32841093473594,ai
1994,21921,total,149.108842884992,ai
1994,30060,female,263.1533160573984,ai
1994,30060,male,312.8336278475325,ai
1994,30060,total,408.001648434094,ai
1994,30420,female,51.486497060781,ai
1994,30420,male,71.95648992445078,ai
1994,30420,total,79.11942703413929,ai
1997,10110,female,699.8836437762288,ai
1997,10110,male,568.5293183368526,ai
1997,10110,total,1022.9967564395578,ai
1997,10112,female,297.6021941589872,ai
1997,10112,male,193.9300161176719,ai
1997,10112,total,338.3695970719163,ai
1997,21720,female,418.46887147581873,ai
1997,21720,male,452.32975114058746,ai
1997,21720,total,574.6729203138468,ai
1997,21740,female,508.5452396327873,ai
1997,21740,male,407.2966394270165,ai
1997,21740,total,698.2471356310793,ai
1997,21921,female,139.10878531498784,ai
1997,21921,male,124.5792271804976,ai
1997,21921,total,160.54411722919608,ai
1997,30060,female,398.2938802427701,ai
1997,30060,male,418.4013730261246,ai
1997,30060,total,533.7574381597934,ai
1997,30420,female,116.61888428255088,ai
1997,30420,male,133.79157540508197,ai
1997,30420,total,164.1327927759447,ai
2000,10110,female,781.5415640947695,ai
2000,10110,male,354.38190442778875,ai
2000,10110,total,838.4605638392048,ai
2000,10112,female,293.0376647571847,ai
2000,10112,male,286.060557269855,ai
2000,10112,total,441.7586595110438,ai
2000,21720,female,435.41118193753334,ai
2000,21720,male,455.8908617239842,ai
2000,21720,total,664.3113508452049,ai
2000,21740,female,222.95896553611465,ai
2000,21740,male,183.70629947063787,ai
2000,21740,total,246.58610905095753,ai
2000,21921,female,116.74994074954073,ai
2000,21921,male,69.54928908702124,ai
2000,21921,total,89.77616225757957,ai
2000,30060,female,256.31426193267725,ai
2000,30060,male,315.2052640741921,ai
2000,30060,total,416.096524138577,ai
2000,30420,female,173.2565083237329,ai
2000,30420,male,164.63576844614806,ai
2000,30420,total,234.0747400525368,ai
2002,10110,female,1038.8214243436514,ai
2002,10110,male,572.2187253557786,ai
2002,10110,total,1311.6926469750197,ai
2002,10112,female,228.8591602213692,ai
2002,10112,male,292.51320728487804,ai
2002,10112,total,409.5160258932553,ai
2002,21720,female,514.5737198835225,ai
2002,21720,male,547.7068067160246,ai
2002,21720,total,818.742616627998,ai
2002,21740,female,422.1095650714947,ai
2002,21740,male,359.86543333166986,ai
2002,21740,total,542.2567302131732,ai
2002,21921,female,267.27185581332566,ai
2002,21921,male,265.24830534557304,ai
2002,21921,total,309.9219691686516,ai
2002,30060,female,239.31549819591237,ai
2002,30060,male,264.0834858269988,ai
2002,30060,total,319.43119909930215,ai
2002,30420,female,266.0685397708764,ai
2002,30420,male,203.64342136621028,ai
2002,30420,total,292.04154346736067,ai
2004,10110,female,1004.7587267500464,ai
2004,10110,male,471.1152651513567,ai
2004,10110,total,1298.5745174810509,ai
2004,10112,female,275.45883848044184,ai
2004,10112,male,251.94064971563913,ai
2004,10112,total,385.0599429588072,ai
2004,21720,female,619.1030746649029,ai
2004,21720,male,598.5306787147614,ai
2004,21720,total,1029.534280453401,ai
2004,21740,female,205.818183370887,ai
2004,21740,male,173.6142931112201,ai
2004,21740,total,281.9713853334019,ai
2004,21921,female,528.7397811373697,ai
2004,21921,male,474.22081409664406,ai
2004,21921,total,639.4481541075207,ai
2004,30060,female,548.7172908083141,ai
2004,30060,male,642.252838511012,ai
2004,30060,total,888.5801437202331,ai
2004,30420,female,320.4859165800055,ai
2004,30420,male,202.92957448168988,ai
2004,30420,total,356.6702829533657,ai
2006,10110,female,601.1464816326009,ai
2006,10110,male,348.57386282860233,ai
2006,10110,total,758.9043474662542,ai
2006,10112,female,235.69182843261143,ai
2006,10112,male,275.3189270425598,ai
2006,10112,total,401.0110154574714,ai
2006,21720,female,366.5771371630104,ai
2006,21720,male,362.3565898505583,ai
2006,21720,total,537.8293617068701,ai
2006,21740,female,270.6056234163944,ai
2006,21740,male,213.1139565177033,ai
2006,21740,total,289.838086151149,ai
2006,21921,female,187.95751863545024,ai
2006,21921,male,148.9572336959003,ai
2006,21921,total,211.55967136322457,ai
2006,30060,female,488.1989317864291,ai
2006,30060,male,556.3644495706617,ai
2006,30060,total,692.6979176260986,ai
2006,30420,female,227.99916744504088,ai
2006,30420,male,198.2946518455439,ai
2006,30420,total,259.09364296914276,ai
2010,10110,female,676.7248175591243,ai
2010,10110,male,272.6968077527996,ai
2010,10110,total,581.7339534098578,ai
2010,10112,female,249.3336184200381,ai
2010,10112,male,157.03472173366185,ai
2010,10112,total,256.38134831258583,ai
2010,21720,female,504.8637313896079,ai
2010,21720,male,571.5107120128698,ai
2010,21720,total,850.8748202258627,ai
2010,21740,female,155.13358226632843,ai
2010,21740,male,126.32355289676156,ai
2010,21740,total,155.86370375515637,ai
2010,21921,female,123.70359768354614,ai
2010,21921,male,151.93400358411876,ai
2010,21921,total,175.34393662148452,ai
2010,30060,female,540.1794412544282,ai
2010,30060,male,747.1415867845885,ai
2010,30060,total,1038.1310560091815,ai
2010,30420,female,258.27713479239026,ai
2010,30420,male,254.9583113150265,ai
2010,30420,total,308.7619976643656,ai
2012,10110,female,477.9127988602263,ai
2012,10110,male,205.93156927269308,ai
2012,10110,total,425.4995695431326,ai
2012,10112,female,237.61477165359116,ai
2012,10112,male,188.42062218582188,ai
2012,10112,total,299.5327009537642,ai
2012,21720,female,426.03029253395783,ai
2012,21720,male,449.54740144947414,ai
2012,21720,total,732.7225839481447,ai
2012,21740,female,201.21492585269735,ai
2012,21740,male,126.65724307999167,ai
2012,21740,total,176.86536015908578,ai
2012,21921,female,203.59250762875507,ai
2012,21921,male,184.5246794677423,ai
2012,21921,total,241.29794212574205,ai
2012,30060,female,452.0335925168108,ai
2012,30060,male,726.0557078608542,ai
2012,30060,total,939.038326841317,ai
2012,30420,female,105.07435256007858,ai
2012,30420,male,67.249752381845,ai
2012,30420,total,106.53637890562248,ai
2014,10110,female,870.7743386281062,ai
2014,10110,male,453.7289548492887,ai
2014,10110,total,1078.348500378809,ai
2014,10112,female,174.7490621932076,ai
2014,10112,male,110.41922464602986,ai
2014,10112,total,205.5532084716669,ai
2014,21720,female,593.587878743789,ai
2014,21720,male,660.7235282919994,ai
2014,21720,total,1066.643091241349,ai
2014,21740,female,41.38925256785644,ai
2014,21740,male,56.48537888223299,ai
2014,21740,total,51.520754001329685,ai
2014,21921,female,160.5534020012764,ai
2014,21921,male,153.17320726227047,ai
2014,21921,total,193.52489208740727,ai
2014,30060,female,223.71522633056492,ai
2014,30060,male,281.1694483217427,ai
2014,30060,total,332.89550591933823,ai
2014,30420,female,223.5044519684675,ai
2014,30420,male,164.0662725949218,ai
2014,30420,total,278.7614542587732,ai
2016,10110,female,759.4610092868041,ai
2016,10110,male,270.34572547697593,ai
2016,10110,total,637.07348656768,ai
2016,10112,female,241.59008063400185,ai
2016,10112,male,246.1365249613476,ai
2016,10112,total,402.38208974612047,ai
2016,21720,female,705.6660856645935,ai
2016,21720,male,790.1598111870632,ai
2016,21720,total,1157.9122773302267,ai
2016,21740,female,134.34440433901725,ai
2016,21740,male,66.39910001445134,ai
2016,21740,total,110.8097625263796,ai
2016,21921,female,73.0855961146945,ai
2016,21921,male,75.05026931435886,ai
2016,21921,total,89.1817255618465,ai
2016,30060,female,813.199967503108,ai
2016,30060,male,852.6623768992118,ai
2016,30060,total,1163.892498952227,ai
2016,30420,female,253.1886080666556,ai
2016,30420,male,217.58126639109716,ai
2016,30420,total,289.21609900968656,ai
2018,10110,female,1000.8070431217488,ai
2018,10110,male,462.7663061455735,ai
2018,10110,total,1171.904642651129,ai
2018,10112,female,230.2486621528648,ai
2018,10112,male,221.71814519437723,ai
2018,10112,total,316.66552696223613,ai
2018,21720,female,671.3562383536677,ai
2018,21720,male,562.0401628601509,ai
2018,21720,total,1008.8349080065472,ai
2018,21740,female,320.22636961196207,ai
2018,21740,male,175.46914576744743,ai
2018,21740,total,330.627300372858,ai
2018,21921,female,101.86872280526288,ai
2018,21921,male,123.58767343719389,ai
2018,21921,total,142.28299605268478,ai
2018,30060,female,554.7243715225533,ai
2018,30060,male,938.5906914691466,ai
2018,30060,total,1222.334663586875,ai
2018,30420,female,283.82930306013,ai
2018,30420,male,321.39570383281443,ai
2018,30420,total,398.68795720274227,ai
2022,10110,female,1044.9859395323767,ai
2022,10110,male,532.4589676783136,ai
2022,10110,total,1314.7848704425442,ai
2022,10112,female,163.65063576744518,ai
2022,10112,male,192.21164020575455,ai
2022,10112,total,311.87726150684705,ai
2022,21720,female,495.3962770302512,ai
2022,21720,male,594.9938743846561,ai
2022,21720,total,952.7266624790528,ai
2022,21740,female,145.91555267624568,ai
2022,21740,male,120.49153736200311,ai
2022,21740,total,189.13221210518225,ai
2022,21921,female,97.3761025375946,ai
2022,21921,male,148.2019173824954,ai
2022,21921,total,144.32588339106636,ai
2022,30060,female,390.1873294220248,ai
2022,30060,male,547.1732989870621,ai
2022,30060,total,761.7080238495336,ai
2022,30420,female,254.32007603914423,ai
2022,30420,male,212.2270928756244,ai
2022,30420,total,355.4738332993066,ai
1991,3005012,female,82.52122158415963,ai
1991,3005012,male,101.01425110893264,ai
1991,3005012,total,154.63749948014654,ai
1994,3005012,female,290.2945367382716,ai
1994,3005012,male,261.0622076077472,ai
1994,3005012,total,486.5017435228584,ai
1997,3005012,female,159.12690382141503,ai
1997,3005012,male,157.73378147538125,ai
1997,3005012,total,269.3700210629667,ai
2000,3005012,female,204.4626694241537,ai
2000,3005012,male,227.8910418323234,ai
2000,3005012,total,375.747680847998,ai
2002,3005012,female,106.73293740228766,ai
2002,3005012,male,89.30579941072304,ai
2002,3005012,total,166.64986778651232,ai
2004,3005012,female,229.4117048652229,ai
2004,3005012,male,208.0763294621757,ai
2004,3005012,total,379.9040800213961,ai
2006,3005012,female,167.3734428584503,ai
2006,3005012,male,180.00994117434553,ai
2006,3005012,total,283.9957827692984,ai
2010,3005012,female,106.124768099442,ai
2010,3005012,male,108.62944796782676,ai
2010,3005012,total,181.28502928498008,ai
2012,3005012,female,107.64035121233854,ai
2012,3005012,male,121.85555564456534,ai
2012,3005012,total,168.97092334226951,ai
2014,3005012,female,119.09943880770172,ai
2014,3005012,male,132.93063440564904,ai
2014,3005012,total,203.1668362893648,ai
2016,3005012,female,135.73154130121137,ai
2016,3005012,male,144.93506311184902,ai
2016,3005012,total,254.55542865599816,ai
